University,Programme,Faculty,Field,Tuition Fees,Location
UM,Bachelor of Islamic Studies and Science,Academy of Islamic Studies,Humanities,1190,West
UM,Bachelor of Islamic Studies and Information Technology,Academy of Islamic Studies,Humanities,1220,West
UM,Bachelor of Professional Malay Language,Academy of Malay Studies,Social Sciences,970,West
UM,Bachelor of Malay Linguistics,Academy of Malay Studies,Social Sciences,970,West
UM,Bachelor of Malay Literature,Academy of Malay Studies,Social Sciences,970,West
UM,Bachelor of Malay Social Culture,Academy of Malay Studies,Social Sciences,970,West
UM,Bachelor of Malay Arts,Academy of Malay Studies,Social Sciences,970,West
UM,Bachelor of Urban & Regional Planning,Faculty of Built Environment,Architecture & Building,1210,West
UM,Bachelor of Science Architecture,Faculty of Built Environment,Architecture & Building,1350,West
UM,Bachelor of Quantity Surveying,Faculty of Built Environment,Architecture & Building,1260,West
UM,Bachelor of Real Estate,Faculty of Built Environment,Architecture & Building,1260,West
UM,Bachelor of Building Surveying,Faculty of Built Environment,Architecture & Building,1230,West
UM,Bachelor of Arabic Language and Linguistics,Faculty of Language and Linguistics,Languages,960,West
UM,Bachelor of Chinese Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of English Language and Linguistics,Faculty of Language and Linguistics,Languages,970,West
UM,Bachelor of French Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of German Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of Japanese Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of Spanish Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of Tamil Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of Italian Language and Linguistics,Faculty of Language and Linguistics,Languages,950,West
UM,Bachelor of Economics,Faculty of Economics and Administration,Business Management & Administration,1010,West
UM,Bachelor of Pharmacy,Faculty of Pharmacy,Medicine & Healthcare,1060,West
UM,Bachelor of Biomedical Engineering,Faculty of Engineering,Engineering,920,West
UM,Bachelor of Chemical Engineering,Faculty of Engineering,Engineering,1000,West
UM,Bachelor of Civil Engineering,Faculty of Engineering,Engineering,1000,West
UM,Bachelor of Electrical Engineering,Faculty of Engineering,Engineering,950,West
UM,Bachelor of Mechanical Engineering,Faculty of Engineering,Engineering,1020,West
UM,Bachelor of Counselling,Faculty of Education,Social Services,890,West
UM,Bachelor of Early Childhood Education,Faculty of Education,Education,810,West
UM,Bachelor of Education Teaching of English as a Second Language,Faculty of Education,Education,790,West
UM,Bachelor of Dental Surgery,Faculty of Dentistry,Medicine & Healthcare,1430,West
UM,Bachelor of Business Administration,Faculty of Business and Accountancy,Business Management & Administration,990,West
UM,Bachelor of Accounting,Faculty of Business and Accountancy,Accounting & Finance,820,West
UM,Bachelor of Finance,Faculty of Business and Accountancy,Accounting & Finance,1210,West
UM,Bachelor of Medicine and Bachelor of Surgery,Faculty of Medicine,Medicine & Healthcare,1280,West
UM,Bachelor of Biomedical Science,Faculty of Medicine,Medicine & Healthcare,1050,West
UM,Bachelor of Nursing Science,Faculty of Medicine,Medicine & Healthcare,1010,West
UM,Bachelor of Actuarial Science,Faculty of Science,Mathematics & Statistics,1050,West
UM,Bachelor of Science in Applied Chemistry,Faculty of Science,Science,1030,West
UM,Bachelor of Science in Applied Geology,Faculty of Science,Science,1050,West
UM,Bachelor of Science in Biochemistry,Faculty of Science,Science,1030,West
UM,Bachelor of Science in Applied Mathematics,Faculty of Science,Mathematics & Statistics,1050,West
UM,Bachelor of Science in Chemistry,Faculty of Science,Science,1030,West
UM,Bachelor of Science in Biotechnology,Faculty of Science,Science,1050,West
UM,Bachelor of Science in Bioinformatics,Faculty of Science,Science,1040,West
UM,Bachelor of Science in Biohealth Science,Faculty of Science,Science,1040,West
UM,Bachelor of Science in Ecology Biodiversity,Faculty of Science,Science,1030,West
UM,Bachelor of Science in Environmental Management,Faculty of Science,Science,1040,West
UM,Bachelor of Science in Genetics,Faculty of Science,Science,1040,West
UM,Bachelor of Science in Geology,Faculty of Science,Science,1050,West
UM,Bachelor of Science (Materials Science),Faculty of Science,Science,1050,West
UM,Bachelor of Science in Mathematics,Faculty of Science,Mathematics & Statistics,1030,West
UM,Bachelor of Science in Microbiology,Faculty of Science,Science,1020,West
UM,Bachelor of Science in Physics,Faculty of Science,Science,1040,West
UM,Bachelor of Science in Science and Technology Studies,Faculty of Science,Science,1030,West
UM,Bachelor of Science in Statistics,Faculty of Science,Mathematics & Statistics,1050,West
UM,Bachelor of Science with Education,Faculty of Science,Sience,940,West
UM,Bachelor of Computer Science (Artificial Intelligence),Faculty of Computer Science and Information Technology,Computing & IT,1210,West
UM,Bachelor of Computer Science (Computer System and Network),Faculty of Computer Science and Information Technology,Computing & IT,1210,West
UM,Bachelor of Computer Science (Information Systems),Faculty of Computer Science and Information Technology,Computing & IT,1210,West
UM,Bachelor of Computer Science (Software Engineering),Faculty of Computer Science and Information Technology,Computing & IT,1210,West
UM,Bachelor of Information Technology (Multimedia),Faculty of Computer Science and Information Technology,Computing & IT,1190,West
UM,Bachelor of Computer Science (Data Science),Faculty of Computer Science and Information Technology,Computing & IT,2730,West
UM,Bachelor of East Asian Studies,Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Arts (Chinese Studies),Faculty of Arts and Social Sciences,Social Sciences,940,West
UM,Bachelor of Arts (Anthropology and Sociology),Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Social Administrations,Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Geography,Faculty of Arts and Social Sciences,Social Sciences,950,West
UM,Bachelor of Environmental Studies,Faculty of Arts and Social Sciences,Social Sciences,950,West
UM,Bachelor of Arts (History),Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Arts (English),Faculty of Arts and Social Sciences,Social Sciences,940,West
UM,Bachelor of Arts (Indian Studies),Faculty of Arts and Social Sciences,Social Sciences,940,West
UM,Bachelor of Arts (International and Strategic Studies),Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Media Studies,Faculty of Arts and Social Sciences,Social Sciences,920,West
UM,Bachelor of Arts (Southeast Asian Studies),Faculty of Arts and Social Sciences,Social Sciences,950,West
UM,Bachelor of Music,Faculty of Creative Arts,Arts & Design,1240,West
UM,Bachelor of Drama,Faculty of Creative Arts,Arts & Design,1240,West
UM,Bachelor of Dance,Faculty of Creative Arts,Arts & Design,1240,West
UM,Bachelor of Laws,Faculty of Law,Law,940,West
UM,Bachelor of Jurisprudence,Faculty of Law,Law,3200-5600,West
UM,Bachelor of Sports Science (Exercise Science),Centre for Sport and Exercise Sciences,Personal Services,1130,West
UM,Bachelor of Sports Management Science,Centre for Sport and Exercise Sciences,Personal Services,1110,West
USIM,Bachelor of Computer Science with Honours (Information Security and Assurance),Faculty of Science and Technology,Computing & IT,650,West
USIM,Bachelor of Health Industry Technology with Honours,Faculty of Science and Technology,Medical Diagnostic & Treatment Technology,650,West
USIM,Bachelor of Science with Honours (Industrial Chemical Technology),Faculty of Science and Technology,Science,650,West
USIM,Bachelor of Science with Honours (Food Biotechnology),Faculty of Science and Technology,Science,650,West
USIM,Bachelor of Science with Honours (Financial Mathematics),Faculty of Science and Technology,Mathematics & Statistics,650,West
USIM,Bachelor of Science with Honours (Applied Physics),Faculty of Science and Technology,Science,650,West
USIM,Bachelor of Science with Honours (Actuarial Science and Risk Management),Faculty of Science and Technology,Mathematics & Statistics,650,West
USIM,Bachelor of Dental Surgery (BDS),Faculty of Dentistry,Medicine & Healthcare,1600,West
USIM,Bachelor of Da'wah and Islamic Management with Honours,Faculty of Leadership and Management,Humanities,550,West
USIM,Bachelor of Counseling with Honours,Faculty of Leadership and Management,Social Services,550,West
USIM,Bachelor of Akidah and Religion Studies with Honours,Faculty of Leadership and Management,Humanities,550,West
USIM,Bachelor of Management with Tourism (Honours),Faculty of Leadership and Management,Hospitality & Tourism,550,West
USIM,Bachelor of Management with Tourism (Honours) (Mode 3U1I),Faculty of Leadership and Management,Hospitality & Tourism,550,West
USIM,Bachelor of New Media Communication with Honours,Faculty of Leadership and Management,Communication & Broadcasting,550,West
USIM,Bachelor of Communication with Honours,Faculty of Leadership and Management,Communication & Broadcasting,550,West
USIM,Bachelor of Science in Architecture with Honours,Faculty of Engineering and Built Environment,Architecture & Building,750,West
USIM,Bachelor of Electronic Engineering with Honours,Faculty of Engineering and Built Environment,Engineering,750,West
USIM,Bachelor of Electrical Engineering with Honours,Faculty of Engineering and Built Environment,Engineering,750,West
USIM,Bachelor of Accounting with Honours,Faculty of Economics and Muamalat,Accounting & Finance,550,West
USIM,Bachelor of Muamalat Administrations with Honours,Faculty of Economics and Muamalat,Business Management & Administration,550,West
USIM,Bachelor of Marketing (Financial Services) with Honours,Faculty of Economics and Muamalat,Marketing & Sales,550,West
USIM,Bachelor of Islamic Banking and Finance with Honours,Faculty of Economics and Muamalat,Accounting & Finance,550,West
USIM,Bachelor of Corporate Administration with Honours,Faculty of Economics and Muamalat,Business Management & Administration,550,West
USIM,Bachelor of Sunnah Studies with Information Management with Honours,Faculty of Quranic and Sunnah Studies,Humanities,550,West
USIM,Bachelor of Quranic Studies with Multimedia with Honours,Faculty of Quranic and Sunnah Studies,Humanities,550,West
USIM,Bachelor of Quranic and Sunnah Studies with Honours,Faculty of Quranic and Sunnah Studies,Humanities,550,West
USIM,Bachelor of Qiraat Studies with Honours,Faculty of Quranic and Sunnah Studies,Humanities,550,West
USIM,Bachelor of Medicine and Surgery (MBBS),Faculty of Medicine and Health Sciences,Medicine & Healthcare,550,West
USIM,Bachelor of Education (Islamic Education) with Honours,Faculty of Major Language Studies,Education,550,West
USIM,Bachelor of English Language with Commerce (Honours),Faculty of Major Language Studies,Languages,550,West
USIM,Bachelor of Arabic Language and Islamic Literature with Honours,Faculty of Major Language Studies,Languages,550,West
USIM,Bachelor of Arabic Language with Communication (Honours),Faculty of Major Language Studies,Languages,550,West
USIM,Bachelor of Shariah (Halal Industry) with Honours,Faculty of Syariah and Law,Manufacturing & Processing,550,West
USIM,Bachelor of Law and Shariah with Honours - (LLB and Shariah) (Hons.),Faculty of Syariah and Law,Law,550,West
USIM,Bachelor of Fiqh and Fatwa with Honours,Faculty of Syariah and Law,Humanities,550,West
UPSI,Bachelor of Education (Malay Language) with Honours,Faculty of Languages and Communications,Education,829,West
UPSI,Bachelor of Education (Malay Literature) with Honours,Faculty of Languages and Communications,Education,829,West
UPSI,Bachelor of Education (Teaching English Language as a Second Language) with Honours,Faculty of Languages and Communications,Education,829,West
UPSI,Bachelor of Education (Tamil Language) with Honours,Faculty of Languages and Communications,Education,829,West
UPSI,Bachelor of Arabic Language with Education,Faculty of Languages and Communications,Languages,829,West
UPSI,Bachelor of Chinese Language with Education,Faculty of Languages and Communications,Languages,829,West
UPSI,Bachelor of Communication (Social Communication) with Honours,Faculty of Languages and Communications,Communication & Broadcasting,1155,West
UPSI,Bachelor of Education (Music) with Honours,Faculty of Music and Performing Arts,Education,979,West
UPSI,Bachelor of Performing Arts (Dance) with Honours,Faculty of Music and Performing Arts,Arts & Design,1155,West
UPSI,Bachelor of Performing Arts (Theater) with Honours,Faculty of Music and Performing Arts,Arts & Design,1155,West
UPSI,Bachelor of Education (Accountancy) with Honours,Faculty of Management and Economics,Education,1155,West
UPSI,Bachelor of Education (Economy) with Honours,Faculty of Management and Economics,Education,1155,West
UPSI,Bachelor of Education (Business Management) with Honours,Faculty of Management and Economics,Education,829,West
UPSI,Bachelor of Accounting with Honours,Faculty of Management and Economics,Accounting & Finance,1155,West
UPSI,Bachelor of Business Administration (Human Resource Management) with Honours,Faculty of Management and Economics,Business Management & Administration,1155,West
UPSI,Bachelor of Business Administration (Financial Sevices) with Honours,Faculty of Management and Economics,Business Management & Administration,1520,West
UPSI,Bachelor of Economics (Islamic Finance) with Honours,Faculty of Management and Economics,Accounting & Finance,1155,West
UPSI,Bachelor of Economics (Finance) with Honours,Faculty of Management and Economics,Accounting & Finance,1155,West
UPSI,Bachelor of Education (Guidance and Counselling) with Honours,Faculty of Human Development,Education,829,West
UPSI,Bachelor of Education (Special Education) with Honours,Faculty of Human Development,Education,829,West
UPSI,Bachelor of Education (Early Childhood Education) with Honours,Faculty of Human Development,Education,829,West
UPSI,Bachelor of Psychology with Honours,Faculty of Human Development,,1205,West
UPSI,Bachelor of Education (History) with Honours,Faculty of Human Science,Education,829,West
UPSI,Bachelor of Education (Geography) with Honours,Faculty of Human Science,Education,829,West
UPSI,Bachelor of Education (Islamic Education) with Honours,Faculty of Human Science,Education,829,West
UPSI,Bachelor of Education (Moral Education) with Honours,Faculty of Human Science,Education,829,West
UPSI,Bachelor of Malaysian Studies with Education,Faculty of Human Science,Education,829,West
UPSI,Bachelor of Tahfiz Al-Quran and Qira'at with Education,Faculty of Human Science,Humanities,829,West
UPSI,Bachelor of Education (Information Technology) with Honours,"Faculty of Arts, Computing and Industrial Creative","Education, Computing & IT",979,West
UPSI,Bachelor of Education (Computer-Aided Design Technology) with Honours,"Faculty of Arts, Computing and Industrial Creative",Education,979,West
UPSI,Bachelor of Software Engineering (Education Software) with Honours,"Faculty of Arts, Computing and Industrial Creative",Computing & IT,1205,West
UPSI,Bachelor of Education (Multimedia) with Honours,"Faculty of Arts, Computing and Industrial Creative",Education,979,West
UPSI,Bachelor of Education (Arts) with Honours,"Faculty of Arts, Computing and Industrial Creative",Education,979,West
UPSI,Bachelor of Design (Animation) with Honours,"Faculty of Arts, Computing and Industrial Creative",Audio-visual Techniques & Media Production,1205,West
UPSI,Bachelor of Design (Advertising) with Honours,"Faculty of Arts, Computing and Industrial Creative",Arts & Design,1205,West
UPSI,Bachelor of Design (Digital Games) with Honours,"Faculty of Arts, Computing and Industrial Creative",Arts & Design,1205,West
UPSI,Bachelor of Education (Biology) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Education (Physics) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Education (Chemistry) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Education (Science) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Education (Mathematics) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Science (Mathematics) with Honours,Faculty of Sciences and Mathematics,Education,899,West
UPSI,Bachelor of Education (Sports Science) with Honours,Faculty of Sports Sciences & Coaching,Education,899,West
UPSI,Bachelor of Education (Physical Education) with Honours,Faculty of Sports Sciences & Coaching,Education,899,West
UPSI,Bachelor of Sports Science (Sports Rehabilitation) with Honours,Faculty of Sports Sciences & Coaching,Personal Services (Domestic services/Beauty services/Sports),1205,West
UPSI,Bachelor of Sports Science (Science of Coaching) with Honours,Faculty of Sports Sciences & Coaching,"Personal Services (Domestic services/Beauty services/sports), Education",700,West
UPSI,Bachelor of Education (Agriculture Science) with Honours,Faculty of Technical and Vocational,Education,979,West
UPSI,Bachelor of Education (Home Economics) with Honours,Faculty of Technical and Vocational,Education,829,West
UPSI,Bachelor of Education (Design and Technology) with Honours,Faculty of Technical and Vocational,Education,979,West
UPSI,Bachelor of Education (Design) with Honours,Faculty of Technical and Vocational,Education,979,West
UIAM,Bachelor of Pharmacy,Kulliyyah of Pharmacy,Medicine & Healthcare,900,West
UIAM,Bachelor Of Arts (Hons.) In Malay For International Communication,Kulliyyah of Languages and Management,Languages,510,West
UIAM,Bachelor Of Arts (Hons.) In Arabic For International Communication,Kulliyyah of Languages and Management,Languages,510,West
UIAM,Bachelor Of Arts (Hons.) In English For International Communication,Kulliyyah of Languages and Management,Languages,510,West
UIAM,Bachelor in Tourism Planning and Hospitality Management (Hons.),Kulliyyah of Languages and Management,Hospitality & Tourism,700,West
UIAM,Bachelor of Urban and Regional Planning,Kulliyyah of Architecture and Environmental Design,Architecture & Building,700,West
UIAM,Bachelor of Science (Architectural Studies),Kulliyyah of Architecture and Environmental Design,Architecture & Building,700,West
UIAM,Bachelor of Quantity Surveying,Kulliyyah of Architecture and Environmental Design,Architecture & Building,700,West
UIAM,Bachelor of Landscape Architecture (B.LA),Kulliyyah of Architecture and Environmental Design,Architecture & Building,700,West
UIAM,Bachelor of Applied Arts and Design (B.AAD),Kulliyyah of Architecture and Environmental Design,Arts & Design,700,West
UIAM,Bachelor of Engineering (Manufacturing) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Electronics – Computer and Information) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Communication) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Mechatronics) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Materials) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Civil) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Biochemical-Biotechnology) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Mechanical-Automotive) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Engineering (Aerospace Engineering) (Honours),Kulliyyah of Engineering,Engineering,700,West
UIAM,Bachelor of Medicine and Bachelor of Surgery,Kulliyyah of Medicine,Medicine & Healthcare,900,West
UIAM,Bachelor of Science (Islamic Finance) (Honours),Kulliyyah of Economics and Management Sciences,Accounting & Finance,550,West
UIAM,Bachelor of Business Administration (Honours),Kulliyyah of Economics and Management Sciences,Business Management & Administration,550,West
UIAM,Bachelor of Accounting (Honours),Kulliyyah of Economics and Management Sciences,Accounting & Finance,550,West
UIAM,Bachelor of Economics (Honours),Kulliyyah of Economics and Management Sciences,Social Sciences,550,West
UIAM,Bachelor of Islamic Revealed Knowledge and Heritage in Fiqh and Usul Al-Fiqh,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Humanities,510,West
UIAM,Bachelor of Islamic Revealed Knowledge & Heritage in Usul al-Din & Comparative Religion,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Humanities,510,West
UIAM,Bachelor of Islamic Revealed Knowledge and Heritage in Qur’an and Sunnah Studies,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Humanities,510,West
UIAM,Bachelor of Human Sciences in Sociology & Anthropology,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Human Sciences in Psychology,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Human Sciences in Political Science,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Human Sciences in History & Civilization,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Human Sciences in English Language and Literature,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Human Sciences in Communication,Kulliyyah of Islamic Revealed Knowledge and Human Sciences,Social Sciences,510,West
UIAM,Bachelor of Computer Science (Honours),Kulliyyah of Information and Communication Technology,Computing & IT,550,West
UIAM,Bachelor of Information Technology (Honours),Kulliyyah of Information and Communication Technology,Computing & IT,550,West
UIAM,Bachelor of Laws (Honours),Ahmad Ibrahim Kulliyyah of Laws,Law,550,West
UIAM,Bachelor of Laws (Shariah) (Honours),Ahmad Ibrahim Kulliyyah of Laws,Law,550,West
UIAM,Bachelor of Dental Surgery,Kulliyyah of Dentistry,Medicine & Healthcare,900,West
UIAM,Bachelor of Mathematical Sciences (Honours),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Biotechnology (Honours),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Science (Physics) (Honours),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Science (Applied Chemistry) (Honours),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Science (Hons) (Applied Plant Sciences),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Science (Hons) (Marine Science & Technology),Kulliyyah of Science,Science,700,West
UIAM,Bachelor of Education (Teaching English as Second Language),Kulliyyah of Education,Education,510,West
UIAM,Bachelor of Education (Teaching Arabic as Second Language),Kulliyyah of Education,Education,510,West
UIAM,Bachelor of Education (Guidance and Counseling),Kulliyyah of Education,Social Services,510,West
UIAM,Bachelor of Education (Islamic Education),Kulliyyah of Education,Education,510,West
UIAM,Bachelor of Speech-Language Pathology (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bachelor of Medical Imaging (Honours),Kulliyyah of Allied Health Sciences,Medical Diagnostic & Treatment Technology,700,West
UIAM,Bachelor of Physiotherapy (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bachelor of Optometry (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bachelor of Dietetics (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bachelor of Audiology (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bavhelor of Biomedical Science (Honours),Kulliyyah of Allied Health Sciences,Medicine & Healthcare,700,West
UIAM,Bachelor of Nursing (Honours),Kulliyyah of Nursing,Medicine & Healthcare,900,West
UPNM,Bachelor in Strategic Studies,Faculty of Defence and Management Studies,Social Sciences,550,West
UPNM,Bachelor of Defence Human Resource Management,Faculty of Defence and Management Studies,Security Services,550,West
UPNM,Bachelor of Defence and Security Management,Faculty of Defence and Management Studies,Security Services,550,West
UPNM,Bachelor of Islamic Defense and Security,Faculty of Defence and Management Studies,Security Services,550,West
UPNM,"Bachelor of Science (Honors) in Police, Global Security and Intelligence",Faculty of Defence and Management Studies,Security Services,550,West
UPNM,Bachelor of International Relations (Diplomation and International Security),Faculty of Defence and Management Studies,Security Services,550,West
UPNM,Bachelor of Civil Engineering,Faculty of Engineering,Engineering,700,West
UPNM,Bachelor of Mechanical Engineering,Faculty of Engineering,Engineering,700,West
UPNM,Bachelor of Electrical & Electronics Engineering,Faculty of Engineering,Engineering,700,West
UPNM,Bachelor of Aviation,Faculty of Engineering,Transport Services,700,West
UPNM,Bachelor of Computer Science (Computer System Security),Faculty of Science and Defence Technology,Computing & IT,750,West
UPNM,Bachelor of Computer Science (Intelligent System),Faculty of Science and Defence Technology,Computing & IT,750,West
UPNM,Bachelor of Computer Science (Honors),Faculty of Science and Defence Technology,Computing & IT,750,West
UPNM,Bachelor of Operations Research with Data Science,Faculty of Science and Defence Technology,Computing & IT,720,West
UPNM,Bachelor of Maritime Technology,Faculty of Science and Defence Technology,Transport Services,620,West
UPNM,Bachelor of Science (Honors) in Maritime Logistics and Transportation,Faculty of Science and Defence Technology,Transport Services,620,West
UPNM,Doctor of Medicine,Faculty of Medicine and Defence Health,Medicine & Healthcare,1288,West
UPNM,Bachelor of Social Science (Language and Cross-Cultural Communication),Language Centre,Social Sciences,550,West
UPNM,Bachelor of Defence Agility Science,Academy of Defence Fitness,Security Services,550,West
